EmployeeNumber,Age,Gender,Education,EducationField,MaritalStatus,JobRole,JobLevel,Department,MonthlyIncome,PercentSalaryHike,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,StandardHours,OverTime,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TrainingTimesLastYear,YearsSinceLastPromotion,DistanceFromHome,WorkLifeBalance,BusinessTravel,Churn
1549,33,Male,4,Life Sciences,Married,Laboratory Technician,2,Research & Development,5207,12,3,3,2,2,3,80,Yes,1,15,15,3,7,28,5,3,14,Travel_Rarely,No
1550,40,Male,2,Medical,Single,Manager,4,Human Resources,16437,21,3,4,3,4,4,80,Yes,1,21,21,2,7,6,7,3,7,Travel_Rarely,No
1551,24,Male,2,Technical Degree,Divorced,Laboratory Technician,1,Research & Development,2296,14,2,1,3,2,3,80,No,0,2,1,3,0,21,0,3,1,Travel_Rarely,No
1552,40,Male,2,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,4069,18,3,4,4,3,3,80,Yes,3,8,2,2,2,8,2,3,2,Non-Travel,No
1553,45,Male,4,Technical Degree,Divorced,Healthcare Representative,3,Research & Development,7441,12,3,2,1,1,3,80,No,1,10,10,4,7,1,7,3,8,Travel_Rarely,No
1554,35,Female,4,Life Sciences,Married,Sales Representative,1,Sales,2430,23,2,3,2,1,4,80,No,0,6,5,5,2,28,4,3,3,Travel_Rarely,No
1555,32,Female,2,Life Sciences,Married,Research Scientist,2,Research & Development,5878,12,2,2,4,1,3,80,No,3,12,7,2,5,5,2,3,1,Travel_Rarely,No
1556,36,Male,4,Life Sciences,Single,Sales Representative,1,Sales,2644,21,3,4,3,4,4,80,Yes,3,7,3,3,2,2,1,2,2,Travel_Rarely,No
1557,48,Female,4,Life Sciences,Divorced,Sales Executive,2,Sales,6439,14,3,3,3,3,3,80,No,8,18,8,2,7,16,7,3,7,Travel_Rarely,No
1558,29,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2451,18,4,3,3,1,3,80,No,6,5,1,2,0,9,0,2,0,Travel_Rarely,No
1560,33,Male,4,Life Sciences,Married,Sales Executive,2,Sales,6392,13,3,1,1,4,3,80,No,2,8,2,6,2,8,2,1,2,Travel_Rarely,No
1562,30,Male,3,Life Sciences,Married,Sales Executive,2,Sales,9714,11,2,1,2,4,3,80,No,1,10,10,4,7,1,6,3,8,Travel_Rarely,Yes
1563,38,Male,4,Human Resources,Married,Human Resources,2,Human Resources,6077,11,3,3,3,3,3,80,No,3,10,6,2,2,10,1,3,3,Travel_Frequently,No
1564,35,Male,3,Medical,Single,Laboratory Technician,1,Research & Development,2450,19,2,1,4,2,3,80,No,1,3,3,3,2,1,1,3,0,Travel_Rarely,No
1568,30,Male,4,Technical Degree,Married,Sales Executive,3,Sales,9250,12,3,2,3,2,3,80,No,3,9,4,3,3,29,1,3,2,Travel_Rarely,No
1569,35,Female,3,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,2074,12,3,1,1,4,3,80,Yes,1,1,1,2,0,2,0,3,0,Travel_Rarely,Yes
1572,53,Female,5,Technical Degree,Married,Manufacturing Director,3,Research & Development,10169,16,2,4,3,2,3,80,No,0,34,33,4,9,2,1,3,7,Travel_Rarely,Yes
1573,38,Male,3,Medical,Married,Manufacturing Director,2,Research & Development,4855,11,3,2,3,1,3,80,No,4,7,5,2,4,2,1,3,2,Travel_Rarely,Yes
1574,32,Male,4,Technical Degree,Married,Research Scientist,2,Research & Development,4087,14,3,1,4,2,3,80,No,4,9,6,3,2,1,1,2,5,Non-Travel,No
1576,48,Female,4,Other,Married,Research Scientist,1,Research & Development,2367,12,3,1,3,4,3,80,No,8,10,8,3,6,15,7,2,2,Travel_Rarely,No
1577,34,Male,4,Medical,Single,Research Scientist,1,Research & Development,2972,13,3,4,1,3,3,80,No,1,1,1,4,0,7,0,1,0,Travel_Rarely,No
1578,55,Male,5,Marketing,Married,Manager,5,Sales,19586,21,2,4,3,3,4,80,No,1,36,36,3,13,26,2,3,6,Travel_Rarely,No
1580,34,Male,4,Life Sciences,Married,Research Scientist,2,Research & Development,5484,17,3,4,2,2,3,80,No,9,9,2,3,1,1,2,2,2,Travel_Rarely,No
1581,26,Female,3,Life Sciences,Married,Research Scientist,1,Research & Development,2061,21,3,4,1,1,4,80,No,1,1,1,5,0,3,0,3,0,Travel_Rarely,No
1582,38,Male,3,Life Sciences,Married,Sales Executive,2,Sales,9924,11,3,2,3,4,3,80,No,0,10,9,3,7,14,7,3,8,Travel_Rarely,No
1583,38,Female,3,Life Sciences,Single,Sales Executive,2,Sales,4198,12,3,2,2,2,3,80,No,2,8,3,5,2,16,1,4,2,Travel_Rarely,No
1585,36,Female,4,Life Sciences,Single,Sales Executive,2,Sales,6815,13,3,3,2,1,3,80,No,6,15,1,5,0,1,0,3,0,Travel_Rarely,No
1586,29,Male,1,Medical,Single,Laboratory Technician,1,Research & Development,4723,18,3,1,2,4,3,80,Yes,1,10,10,3,5,3,1,3,9,Travel_Rarely,No
1587,35,Female,4,Medical,Single,Healthcare Representative,2,Research & Development,6142,16,3,3,1,3,3,80,Yes,3,10,5,4,4,10,0,3,2,Travel_Rarely,No
1588,39,Male,3,Medical,Married,Sales Executive,3,Sales,8237,11,4,3,4,1,3,80,No,2,11,7,3,6,6,7,3,6,Travel_Rarely,No
1590,29,Male,1,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,8853,19,3,4,1,4,3,80,No,1,6,6,0,3,2,1,4,4,Travel_Frequently,No
1591,50,Male,3,Marketing,Married,Manager,5,Sales,19331,16,3,3,3,3,3,80,Yes,4,27,1,2,0,9,0,3,0,Travel_Rarely,No
1592,23,Male,3,Technical Degree,Married,Research Scientist,1,Research & Development,2073,16,4,3,4,4,3,80,No,2,4,2,2,2,10,2,3,2,Travel_Rarely,No
1594,36,Male,4,Life Sciences,Married,Laboratory Technician,2,Research & Development,5562,13,4,1,1,4,3,80,Yes,3,9,3,3,2,6,0,3,2,Travel_Frequently,No
1595,42,Male,2,Other,Single,Manager,5,Research & Development,19613,22,2,4,4,4,4,80,No,8,24,1,2,1,9,0,3,0,Travel_Rarely,No
1596,35,Male,3,Life Sciences,Married,Laboratory Technician,2,Research & Development,3407,17,4,3,2,4,3,80,No,1,10,10,3,8,28,6,2,9,Travel_Rarely,No
1597,34,Male,4,Technical Degree,Married,Healthcare Representative,2,Research & Development,5063,14,2,3,4,2,3,80,No,1,8,8,3,7,10,7,2,2,Travel_Frequently,No
1598,40,Female,2,Life Sciences,Married,Sales Executive,2,Sales,4639,15,3,1,4,3,3,80,No,1,5,5,2,2,14,1,3,4,Travel_Rarely,No
1599,43,Male,3,Technical Degree,Divorced,Laboratory Technician,1,Research & Development,4876,12,4,2,4,3,3,80,No,5,8,6,0,2,27,0,3,4,Travel_Rarely,No
1601,35,Male,2,Life Sciences,Married,Laboratory Technician,1,Research & Development,2690,18,2,4,3,4,3,80,No,1,1,1,5,1,7,0,2,0,Travel_Rarely,No
1602,46,Male,4,Life Sciences,Single,Manager,4,Sales,17567,15,4,1,4,2,3,80,No,1,27,26,5,12,1,0,1,0,Travel_Rarely,No
1604,28,Male,3,Medical,Married,Laboratory Technician,1,Research & Development,2408,17,3,2,3,3,3,80,Yes,1,1,1,3,0,24,0,3,1,Travel_Rarely,Yes
1605,22,Female,2,Other,Married,Research Scientist,1,Research & Development,2814,14,2,3,2,2,3,80,Yes,1,4,4,2,3,26,1,2,2,Non-Travel,No
1606,50,Male,5,Medical,Married,Healthcare Representative,4,Research & Development,11245,15,3,3,2,3,3,80,Yes,2,32,30,3,13,20,12,3,8,Travel_Frequently,No
1607,32,Female,4,Other,Married,Research Scientist,1,Research & Development,3312,17,4,4,2,4,3,80,No,3,6,3,3,2,5,0,3,2,Travel_Rarely,No
1608,44,Female,3,Medical,Divorced,Research Director,5,Research & Development,19049,14,3,4,2,4,3,80,Yes,0,23,22,4,10,7,1,2,7,Travel_Rarely,No
1609,30,Male,3,Medical,Married,Research Scientist,1,Research & Development,2141,12,2,2,2,2,3,80,No,1,6,6,3,1,7,1,2,4,Travel_Rarely,No
1611,45,Female,5,Medical,Single,Laboratory Technician,2,Research & Development,5769,14,1,1,3,1,3,80,Yes,1,10,10,3,4,5,1,3,7,Travel_Rarely,No
1612,45,Male,3,Marketing,Married,Sales Executive,2,Sales,4385,15,2,1,1,1,3,80,No,1,10,10,2,5,26,4,3,7,Non-Travel,No
1613,31,Male,4,Other,Single,Sales Executive,2,Sales,5332,13,3,1,4,4,3,80,No,7,10,5,3,3,2,0,3,2,Travel_Frequently,No
1614,36,Female,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,4663,12,3,3,3,2,3,80,Yes,9,7,3,2,1,12,1,3,2,Travel_Rarely,No
1615,34,Male,4,Life Sciences,Divorced,Manufacturing Director,2,Research & Development,4724,13,4,4,3,1,3,80,No,1,9,9,3,2,10,7,3,7,Travel_Frequently,No
1617,49,Female,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,3211,14,3,1,3,4,3,80,No,1,10,9,3,4,25,1,2,6,Travel_Rarely,No
1618,39,Male,5,Medical,Married,Manufacturing Director,2,Research & Development,5377,13,3,1,2,4,3,80,No,2,10,7,3,7,10,7,3,7,Travel_Rarely,No
1619,27,Male,3,Other,Divorced,Laboratory Technician,1,Research & Development,4066,11,2,1,4,1,3,80,No,1,7,7,3,7,19,0,3,7,Travel_Rarely,No
1621,35,Male,5,Life Sciences,Married,Research Scientist,2,Research & Development,5208,11,4,1,2,4,3,80,No,1,16,16,2,10,18,1,3,15,Travel_Rarely,No
1622,28,Female,3,Medical,Divorced,Manufacturing Director,2,Research & Development,4877,21,1,1,2,2,4,80,No,0,6,5,5,0,27,0,2,3,Travel_Rarely,No
1623,21,Male,1,Medical,Single,Research Scientist,1,Research & Development,3117,18,3,4,3,3,3,80,No,1,3,2,2,2,5,2,3,2,Travel_Rarely,No
1624,18,Female,2,Medical,Single,Sales Representative,1,Sales,1569,12,3,4,2,3,3,80,Yes,1,0,0,2,0,3,0,4,0,Travel_Frequently,Yes
1625,47,Female,4,Life Sciences,Married,Manager,5,Human Resources,19658,11,3,3,4,3,3,80,No,3,27,5,2,0,26,1,3,2,Travel_Rarely,No
1627,39,Male,2,Medical,Divorced,Laboratory Technician,2,Research & Development,3069,15,2,3,3,4,3,80,No,0,11,10,3,7,3,0,3,8,Travel_Rarely,No
1628,40,Female,3,Life Sciences,Married,Manufacturing Director,3,Research & Development,10435,13,2,3,1,4,3,80,No,1,18,18,2,12,15,14,3,15,Travel_Rarely,No
1630,35,Female,4,Life Sciences,Married,Healthcare Representative,2,Research & Development,4148,12,3,3,3,4,3,80,No,1,15,14,5,9,8,2,3,11,Non-Travel,No
1631,37,Male,3,Life Sciences,Married,Manufacturing Director,2,Research & Development,5768,17,3,3,3,1,3,80,No,3,9,4,2,2,19,0,2,3,Travel_Rarely,No
1633,39,Female,3,Medical,Single,Manufacturing Director,2,Research & Development,5042,13,3,3,1,4,3,80,No,0,10,9,2,8,4,3,1,2,Travel_Frequently,No
1635,45,Female,2,Other,Divorced,Manufacturing Director,2,Research & Development,5770,19,2,4,4,1,3,80,No,1,10,10,3,9,2,3,3,7,Travel_Rarely,No
1638,38,Female,2,Medical,Married,Manufacturing Director,3,Research & Development,7756,19,2,3,4,4,3,80,Yes,3,10,5,6,2,2,0,4,4,Travel_Rarely,No
1639,35,Male,3,Medical,Married,Sales Executive,3,Sales,10306,17,2,1,4,3,3,80,No,9,15,13,3,0,10,6,3,12,Travel_Rarely,Yes
1640,37,Female,3,Medical,Married,Research Scientist,1,Research & Development,3936,11,3,2,2,1,3,80,No,1,8,8,2,7,10,7,1,4,Travel_Rarely,No
1641,40,Female,3,Life Sciences,Single,Manufacturing Director,3,Research & Development,7945,15,3,4,3,4,3,80,Yes,6,18,4,2,3,16,3,2,2,Travel_Rarely,No
1642,44,Male,5,Human Resources,Married,Human Resources,2,Human Resources,5743,11,3,4,1,3,3,80,Yes,4,14,10,3,2,1,0,3,7,Travel_Frequently,No
1644,48,Male,5,Medical,Married,Manager,4,Research & Development,15202,25,2,4,3,2,4,80,No,2,23,2,3,2,4,2,3,2,Travel_Frequently,No
1645,35,Male,2,Medical,Divorced,Sales Executive,2,Sales,5440,14,1,4,1,4,3,80,Yes,6,7,2,2,2,15,2,2,2,Travel_Rarely,Yes
1646,24,Female,1,Technical Degree,Single,Research Scientist,1,Research & Development,3760,13,3,4,1,3,3,80,Yes,1,6,6,2,3,2,1,3,3,Travel_Frequently,No
1647,27,Female,3,Medical,Married,Research Scientist,1,Research & Development,3517,17,4,3,2,1,3,80,No,7,5,3,0,2,8,0,3,2,Travel_Rarely,No
1648,27,Male,3,Medical,Single,Research Scientist,1,Research & Development,2580,13,3,4,4,3,3,80,No,2,6,4,0,2,2,1,2,2,Travel_Frequently,No
1649,40,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,2166,14,3,1,1,2,3,80,Yes,3,10,4,3,3,7,0,1,2,Travel_Rarely,Yes
1650,29,Male,3,Medical,Single,Sales Executive,2,Sales,5869,11,2,3,3,3,3,80,No,9,8,5,2,4,10,1,3,2,Travel_Rarely,No
1651,36,Female,4,Life Sciences,Married,Healthcare Representative,3,Research & Development,8008,12,3,1,2,3,3,80,No,4,9,3,6,2,5,0,3,2,Travel_Rarely,No
1653,25,Male,1,Life Sciences,Divorced,Manufacturing Director,2,Research & Development,5206,17,4,3,4,3,3,80,No,1,7,7,6,7,2,0,3,7,Travel_Frequently,No
1654,39,Male,3,Medical,Married,Manufacturing Director,2,Research & Development,5295,21,3,2,4,3,4,80,No,4,7,5,3,0,12,1,3,4,Travel_Rarely,No
1655,49,Female,4,Other,Married,Research Director,4,Research & Development,16413,16,3,2,1,2,3,80,No,3,27,4,2,2,22,1,3,2,Travel_Rarely,No
1656,50,Female,5,Life Sciences,Divorced,Research Director,3,Research & Development,13269,15,2,1,4,3,3,80,No,5,19,14,3,11,17,1,3,11,Travel_Rarely,No
1657,20,Female,3,Medical,Single,Sales Representative,1,Sales,2783,19,3,3,3,1,3,80,No,1,2,2,3,2,2,2,3,2,Travel_Rarely,No
1658,34,Female,3,Life Sciences,Divorced,Research Scientist,2,Research & Development,5433,12,3,2,4,3,3,80,No,1,11,11,2,9,3,7,3,8,Travel_Rarely,No
1659,36,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,2013,11,3,2,1,3,3,80,No,2,15,4,4,3,7,1,3,3,Travel_Rarely,No
1661,49,Female,1,Life Sciences,Married,Healthcare Representative,4,Research & Development,13966,19,2,3,3,2,3,80,Yes,2,30,15,3,12,6,2,3,11,Travel_Rarely,No
1662,36,Female,4,Medical,Married,Manufacturing Director,2,Research & Development,4374,15,2,3,4,3,3,80,No,0,4,3,6,2,1,1,3,2,Non-Travel,No
1664,36,Male,2,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,6842,20,4,1,4,1,4,80,No,6,13,5,3,4,3,0,3,4,Travel_Rarely,No
1665,54,Female,5,Medical,Married,Manager,4,Research & Development,17426,25,3,3,2,3,4,80,No,3,36,10,6,7,22,4,3,8,Travel_Rarely,No
1666,43,Male,2,Life Sciences,Married,Research Director,4,Research & Development,17603,24,2,3,3,1,4,80,No,1,14,14,3,11,15,6,3,10,Travel_Rarely,No
1667,35,Male,4,Other,Single,Sales Executive,2,Sales,4581,24,3,4,4,1,4,80,Yes,3,13,11,2,7,12,6,4,9,Travel_Frequently,Yes
1668,38,Male,3,Life Sciences,Married,Research Scientist,2,Research & Development,4735,15,3,4,4,4,3,80,No,7,19,13,4,9,1,2,4,11,Travel_Frequently,No
1669,29,Male,3,Medical,Divorced,Sales Executive,2,Sales,4187,13,2,2,1,2,3,80,Yes,1,10,10,3,9,5,0,2,0,Travel_Rarely,No
1670,33,Male,4,Medical,Divorced,Sales Executive,2,Sales,5505,14,3,4,4,3,3,80,No,1,6,6,5,4,2,0,3,2,Travel_Rarely,No
1671,32,Male,3,Medical,Divorced,Research Scientist,2,Research & Development,5470,13,3,2,4,3,3,80,No,0,10,9,4,6,2,1,2,5,Travel_Rarely,No
1673,31,Female,4,Life Sciences,Married,Sales Executive,2,Sales,5476,11,3,4,1,1,3,80,No,1,10,10,2,2,5,0,3,0,Travel_Rarely,No
1674,49,Female,3,Medical,Divorced,Laboratory Technician,1,Research & Development,2587,16,3,1,4,2,3,80,Yes,4,17,2,2,2,16,2,2,2,Travel_Rarely,No
1675,38,Female,3,Medical,Single,Laboratory Technician,1,Research & Development,2440,22,2,2,4,2,4,80,No,1,4,4,3,3,2,3,3,3,Travel_Frequently,No
1676,47,Female,4,Life Sciences,Divorced,Manager,4,Sales,15972,14,4,2,2,3,3,80,No,6,29,3,2,2,2,1,3,2,Travel_Rarely,No
1677,49,Male,3,Life Sciences,Single,Manager,4,Research & Development,15379,14,3,3,3,1,3,80,No,4,23,8,2,0,1,0,3,7,Travel_Rarely,No
1678,41,Male,2,Life Sciences,Single,Sales Executive,3,Sales,7082,16,3,3,4,4,3,80,Yes,3,21,2,2,2,23,0,3,0,Travel_Rarely,No
1680,20,Male,1,Life Sciences,Single,Sales Representative,1,Sales,2728,11,3,1,4,1,3,80,No,1,2,2,3,2,9,0,3,2,Travel_Rarely,No
1681,33,Female,3,Life Sciences,Divorced,Sales Executive,2,Sales,5368,25,3,4,3,3,4,80,Yes,1,7,6,2,2,16,1,3,5,Non-Travel,No
1682,36,Male,4,Life Sciences,Married,Healthcare Representative,2,Research & Development,5347,14,3,3,1,2,3,80,No,6,10,3,2,2,26,0,2,2,Travel_Rarely,No
1683,44,Female,3,Life Sciences,Divorced,Human Resources,1,Human Resources,3195,18,3,4,3,1,3,80,Yes,4,8,2,2,2,1,2,3,2,Travel_Rarely,No
1684,23,Male,1,Medical,Single,Laboratory Technician,1,Research & Development,3989,11,2,3,4,1,3,80,Yes,1,5,5,2,2,8,1,3,4,Travel_Rarely,Yes
1687,38,Female,2,Medical,Married,Laboratory Technician,1,Research & Development,3306,19,3,3,4,4,3,80,No,7,7,0,5,0,4,0,2,0,Travel_Rarely,No
1689,53,Male,4,Medical,Married,Healthcare Representative,3,Research & Development,7005,15,4,4,2,3,3,80,No,3,11,4,2,2,24,1,3,3,Travel_Rarely,No
1691,48,Female,2,Medical,Married,Sales Representative,1,Sales,2655,11,3,3,4,3,3,80,Yes,2,19,9,3,7,7,7,3,7,Travel_Frequently,Yes
1692,32,Male,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,1393,12,3,2,4,1,3,80,No,1,1,1,2,0,2,0,3,0,Travel_Rarely,Yes
1693,26,Male,3,Medical,Single,Laboratory Technician,1,Research & Development,2570,20,3,4,4,3,4,80,No,1,7,7,5,7,7,5,3,7,Non-Travel,No
1694,55,Male,3,Technical Degree,Divorced,Research Scientist,1,Research & Development,3537,12,2,2,1,4,3,80,No,5,8,4,1,2,22,1,3,2,Travel_Rarely,No
1696,34,Male,2,Medical,Married,Laboratory Technician,2,Research & Development,3986,14,2,4,2,3,3,80,No,1,15,15,3,13,5,4,4,10,Travel_Rarely,No
1697,60,Male,4,Medical,Divorced,Healthcare Representative,3,Research & Development,10883,20,1,4,3,3,4,80,No,3,19,1,2,0,1,0,4,0,Travel_Rarely,No
1698,33,Male,3,Medical,Married,Laboratory Technician,1,Research & Development,2028,18,4,2,2,4,3,80,No,1,14,14,6,13,21,2,3,11,Travel_Rarely,No
1700,37,Male,4,Medical,Divorced,Sales Executive,2,Sales,9525,14,1,4,3,3,3,80,No,1,6,6,2,3,1,1,2,3,Travel_Frequently,No
1701,34,Female,3,Life Sciences,Married,Research Scientist,1,Research & Development,2929,12,2,4,2,2,3,80,No,1,10,10,3,7,19,8,3,9,Travel_Rarely,No
1702,23,Male,3,Life Sciences,Divorced,Sales Representative,1,Sales,2275,21,3,4,3,2,4,80,Yes,1,3,3,2,2,7,0,3,2,Travel_Rarely,Yes
1703,44,Female,3,Life Sciences,Married,Healthcare Representative,3,Research & Development,7879,19,4,4,3,2,3,80,Yes,1,9,8,2,7,2,6,3,7,Travel_Rarely,No
1704,35,Male,4,Medical,Single,Research Scientist,1,Research & Development,4930,14,2,4,1,3,3,80,Yes,0,6,5,2,4,2,1,4,4,Travel_Frequently,No
1706,43,Male,3,Medical,Married,Sales Executive,2,Sales,7847,17,3,4,4,1,3,80,Yes,1,10,10,3,8,2,8,3,9,Travel_Rarely,No
1707,24,Male,3,Medical,Married,Research Scientist,1,Research & Development,4401,16,4,3,3,4,3,80,No,1,5,5,1,4,9,0,3,3,Travel_Rarely,No
1708,41,Male,3,Marketing,Single,Sales Executive,3,Sales,9241,12,3,3,4,2,3,80,No,1,10,10,3,7,6,8,3,8,Travel_Rarely,No
1709,29,Female,4,Medical,Married,Laboratory Technician,1,Research & Development,2974,17,3,3,4,3,3,80,No,9,9,5,2,2,9,1,3,3,Travel_Rarely,No
1710,36,Female,4,Life Sciences,Single,Sales Representative,2,Sales,4502,15,3,4,3,3,3,80,No,3,17,13,2,7,2,6,2,7,Travel_Rarely,No
1712,45,Male,1,Life Sciences,Married,Healthcare Representative,3,Research & Development,10748,23,2,3,3,4,4,80,No,3,25,23,3,4,1,14,2,15,Non-Travel,No
1714,24,Male,1,Human Resources,Married,Human Resources,1,Human Resources,1555,11,1,3,4,3,3,80,No,1,1,1,2,0,22,0,3,0,Travel_Rarely,Yes
1716,47,Male,3,Life Sciences,Married,Sales Executive,4,Sales,12936,11,1,3,3,3,3,80,No,7,25,23,3,10,9,14,1,5,Travel_Frequently,Yes
1718,26,Male,4,Medical,Married,Laboratory Technician,1,Research & Development,2305,15,1,3,4,3,3,80,No,1,3,3,3,2,17,0,4,2,Travel_Rarely,No
1719,45,Female,2,Technical Degree,Single,Research Director,4,Research & Development,16704,11,2,2,4,3,3,80,No,1,21,21,2,6,28,8,3,6,Travel_Rarely,No
1720,32,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,3433,13,3,3,1,1,3,80,No,6,10,5,3,3,10,1,2,2,Travel_Frequently,No
1721,31,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,3477,14,3,3,2,4,3,80,No,1,6,5,2,3,2,0,4,2,Travel_Rarely,No
1722,41,Male,3,Human Resources,Married,Human Resources,2,Human Resources,6430,19,1,2,3,2,3,80,No,6,10,3,4,2,4,1,3,2,Non-Travel,No
1724,40,Female,2,Life Sciences,Married,Manufacturing Director,2,Research & Development,6516,16,3,1,2,2,3,80,Yes,2,18,1,3,0,8,0,3,0,Travel_Rarely,No
1725,24,Male,1,Medical,Divorced,Laboratory Technician,1,Research & Development,3907,13,3,1,2,2,3,80,No,1,6,6,2,2,29,1,4,2,Travel_Rarely,No
1727,46,Male,4,Life Sciences,Single,Healthcare Representative,2,Research & Development,5562,14,3,2,3,4,3,80,No,6,19,10,3,9,13,0,3,7,Travel_Rarely,No
1728,35,Male,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,6883,16,3,3,4,2,3,80,No,2,17,7,3,7,27,0,3,7,Travel_Rarely,No
1729,30,Male,1,Life Sciences,Married,Research Scientist,1,Research & Development,2862,12,3,4,2,2,3,80,No,1,10,10,2,8,16,0,2,0,Travel_Rarely,No
1731,47,Male,4,Marketing,Married,Sales Executive,2,Sales,4978,11,3,2,3,4,3,80,No,7,4,1,3,0,2,0,1,0,Non-Travel,No
1732,46,Male,3,Life Sciences,Divorced,Sales Executive,3,Sales,10368,12,3,4,3,2,3,80,Yes,4,13,10,5,3,2,0,2,6,Travel_Rarely,No
1733,36,Male,5,Marketing,Divorced,Sales Executive,2,Sales,6134,13,2,1,2,2,3,80,Yes,5,16,2,3,2,13,2,3,2,Travel_Rarely,Yes
1734,32,Male,2,Life Sciences,Single,Sales Executive,2,Sales,6735,15,1,2,1,2,3,80,No,6,10,0,2,0,1,0,3,0,Travel_Rarely,Yes
1735,23,Female,1,Medical,Single,Laboratory Technician,1,Research & Development,3295,13,3,2,3,3,3,80,No,1,3,3,3,2,4,1,1,2,Travel_Rarely,No
1736,31,Female,1,Technical Degree,Single,Manufacturing Director,2,Research & Development,5238,20,3,4,4,4,4,80,No,2,9,5,3,4,24,1,2,4,Travel_Frequently,No
1737,39,Male,3,Life Sciences,Married,Laboratory Technician,2,Research & Development,6472,15,3,4,4,4,3,80,Yes,1,9,9,2,8,1,5,3,8,Non-Travel,No
1739,32,Male,3,Life Sciences,Married,Sales Executive,3,Sales,9610,13,1,3,4,3,3,80,No,3,10,4,2,2,19,0,1,3,Travel_Rarely,No
1740,40,Male,4,Medical,Single,Manager,5,Sales,19833,14,3,2,2,2,3,80,No,1,21,21,3,8,7,12,2,8,Travel_Rarely,No
1744,45,Female,3,Life Sciences,Married,Human Resources,3,Human Resources,9756,21,1,3,3,3,4,80,No,4,9,5,2,3,4,0,4,0,Travel_Rarely,No
1745,30,Female,4,Technical Degree,Single,Research Scientist,1,Research & Development,4968,16,2,1,4,4,3,80,No,0,10,9,2,7,2,0,3,7,Travel_Frequently,No
1746,24,Male,3,Medical,Married,Human Resources,1,Human Resources,2145,14,3,4,1,4,3,80,No,0,3,2,2,1,10,2,3,2,Travel_Frequently,No
1747,30,Female,3,Human Resources,Divorced,Human Resources,1,Human Resources,2180,11,2,4,3,3,3,80,No,6,6,4,0,2,8,1,2,2,Travel_Frequently,Yes
1749,31,Male,3,Technical Degree,Married,Sales Executive,2,Sales,8346,19,3,3,1,3,3,80,No,1,6,5,3,2,5,0,3,2,Travel_Rarely,No
1751,27,Female,3,Medical,Single,Research Scientist,1,Research & Development,3445,11,3,4,3,3,3,80,No,1,6,6,5,4,8,1,2,2,Travel_Rarely,No
1752,29,Female,3,Marketing,Single,Sales Representative,1,Sales,2760,13,1,2,2,3,3,80,No,1,2,2,3,2,9,2,3,2,Travel_Rarely,Yes
1753,29,Male,3,Life Sciences,Single,Healthcare Representative,2,Research & Development,6294,12,4,3,4,4,3,80,Yes,8,10,3,5,2,1,0,4,2,Travel_Frequently,No
1754,30,Male,2,Marketing,Divorced,Sales Executive,3,Sales,7140,11,2,1,3,1,3,80,No,2,12,7,2,7,15,1,3,7,Travel_Rarely,No
1755,34,Male,4,Medical,Married,Research Scientist,1,Research & Development,2932,14,4,4,4,1,3,80,Yes,0,6,5,3,2,2,1,3,0,Travel_Rarely,No
1756,33,Female,3,Marketing,Single,Sales Executive,2,Sales,5147,15,3,2,4,4,3,80,No,8,13,11,2,7,2,1,2,7,Non-Travel,No
1757,49,Female,4,Marketing,Single,Sales Executive,2,Sales,4507,12,3,4,4,3,3,80,No,3,8,5,1,4,11,0,4,1,Travel_Rarely,No
1758,33,Female,3,Life Sciences,Single,Sales Executive,3,Sales,8564,20,3,1,1,3,4,80,Yes,2,11,0,2,0,16,0,2,0,Travel_Rarely,Yes
1760,38,Female,2,Medical,Married,Laboratory Technician,1,Research & Development,2468,14,2,2,3,2,3,80,No,4,9,6,4,5,2,0,2,1,Travel_Frequently,No
1761,31,Male,4,Marketing,Married,Sales Executive,3,Sales,8161,13,3,3,1,1,3,80,No,2,10,1,2,0,16,0,3,0,Travel_Rarely,Yes
1762,29,Female,3,Technical Degree,Divorced,Research Scientist,1,Research & Development,2109,13,2,1,4,3,3,80,No,1,1,1,2,0,4,0,3,0,Travel_Rarely,No
1763,30,Male,3,Life Sciences,Married,Healthcare Representative,2,Research & Development,5294,16,4,3,3,3,3,80,No,3,10,7,3,7,16,1,3,0,Travel_Rarely,No
1764,32,Male,4,Technical Degree,Single,Research Scientist,1,Research & Development,2718,14,3,2,2,2,3,80,No,2,12,7,3,7,5,0,3,7,Non-Travel,No
